City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,balykshi,47.0667,51.8667,30.0,23,0,4.0,KZ,1688859078
363,inderbor,48.55,51.7833,31.88,21,71,3.07,KZ,1688859078
364,lincoln,40.8,-96.667,24.94,57,0,3.09,US,1688858901
365,brookings,44.3114,-96.7984,22.27,51,75,3.6,US,1688859079
366,kosti,13.1629,32.6635,29.03,53,38,4.9,SD,1688859080
367,sitka,57.0531,-135.33,16.94,63,20,9.26,US,1688859080
368,abeche,13.8292,20.8324,24.73,68,100,5.39,TD,1688859081
369,noosa heads,-26.3833,153.15,17.84,57,61,6.33,AU,1688859082
370,magadan,59.5667,150.8,11.5,94,96,2.34,RU,1688859082
371,lensk,60.7253,114.9278,21.65,50,5,1.22,RU,1688859083
372,kurumkan,54.3,110.3,19.47,80,100,1.41,RU,1688859083
373,phillip island,-38.4835,145.231,12.35,93,100,9.64,AU,1688859084
374,wesselsbron,-27.8549,26.3658,6.26,64,0,3.02,ZA,1688859085
375,pitimbu,-7.4706,-34.8086,24.33,85,65,3.99,BR,1688859085
376,al kharijah,25.4514,30.5464,29.34,27,0,4.48,EG,1688859086
377,keflavik,64.0049,-22.5624,12.95,76,75,2.57,IS,1688859086
378,churachandpur,24.3333,93.6667,20.64,99,100,0.58,IN,1688859087
379,berezovyy,51.6667,135.7,26.25,63,54,1.24,RU,1688859087
380,kelibia,36.8476,11.0939,28.14,78,20,1.54,TN,1688859088
381,tarauaca,-8.1614,-70.7656,24.46,89,71,0.96,BR,1688858802
382,minas de marcona,-15.2119,-75.1103,12.24,85,19,5.82,PE,1688859089
383,mil'kovo,55.6078,37.7956,16.22,70,99,2.35,RU,1688859090
384,alofi,-19.0595,-169.9187,26.94,74,45,3.09,NU,1688859090
385,nadym,65.5333,72.5167,11.04,64,29,4.4,RU,1688859091
386,siracusa,37.0881,15.2792,23.77,63,0,2.45,IT,1688859091
387,myitkyina,25.3833,97.4,23.83,100,100,0.33,MM,1688859092
388,sosnogorsk,63.6023,53.8817,11.56,95,100,2.47,RU,1688859092
389,al bardiyah,31.7561,25.0865,23.9,93,0,7.95,LY,1688859093
390,ban houayxay,20.2453,100.4547,24.15,98,100,0.29,LA,1688859094
391,amursk,50.2261,136.8994,20.61,89,62,1.53,RU,1688859094
392,saint-benoit,-21.038,55.7194,23.04,74,18,4.25,RE,1688859095
393,necochea,-38.5473,-58.7368,6.87,81,93,3.81,AR,1688859095
394,manaure,11.7751,-72.4445,29.27,70,97,7.43,CO,1688859096
395,kerikeri,-35.2268,173.9474,16.06,84,70,0.89,NZ,1688859096
396,dali,25.7,100.1833,18.84,91,99,1.74,CN,1688859097
397,acapulco de juarez,16.8634,-99.8901,29.9,70,75,5.66,MX,1688859097
398,kropyvnytskyi,48.5132,32.2597,17.06,74,68,8.25,UA,1688859098
399,zavetnoye,47.1194,43.8903,21.65,80,100,1.42,RU,1688859099
400,klyuchi,52.2667,79.1667,17.98,69,4,2.34,RU,1688859099
401,san ignacio,17.1561,-89.0714,30.08,74,40,2.06,BZ,1688859100
402,agua branca,-5.8922,-42.6361,24.56,71,95,2.08,BR,1688859101
403,tazacorte,28.629,-17.9293,22.54,94,0,3.09,ES,1688859101
404,la asuncion,11.0333,-63.8628,26.71,83,79,7.03,VE,1688859102
405,qusmuryn,52.4503,64.6311,18.97,61,32,1.61,KZ,1688859102
406,mandiana,10.6333,-8.6833,24.68,80,58,1.3,GN,1688859103
407,funafuti,-8.5243,179.1942,32.0,79,75,8.23,TV,1688859103
408,vernon,50.2581,-119.2691,37.18,17,6,1.54,CA,1688859012
409,houghton,47.1219,-88.569,18.71,83,40,2.57,US,1688859104
410,miches,18.9836,-69.0476,26.74,86,34,3.61,DO,1688859105
411,puerto cabezas,14.0351,-83.3888,29.98,84,40,3.09,NI,1688859106
412,taltal,-25.4,-70.4833,15.54,79,60,1.84,CL,1688859106
413,northam,51.0333,-4.2167,13.14,92,52,3.51,GB,1688859107
414,sao jose da coroa grande,-8.8978,-35.1478,24.04,88,76,3.24,BR,1688859107
415,benguela,-12.5763,13.4055,19.18,88,33,0.16,AO,1688858666
416,chui,-33.6971,-53.4616,11.18,77,52,2.62,UY,1688859108
417,viedma,-40.8135,-62.9967,7.39,86,100,3.77,AR,1688859109
418,priargunsk,50.3691,119.1012,20.68,72,100,1.78,RU,1688859110
419,igrim,63.1906,64.4162,13.66,72,100,1.54,RU,1688859111
420,doka,13.5167,35.7667,22.53,88,100,5.09,SD,1688859111
421,telhara,21.0269,76.8389,25.28,83,100,5.34,IN,1688859113
422,camiri,-20.05,-63.5167,19.59,84,99,1.27,BO,1688859113
423,corund,46.4667,25.1833,10.94,78,100,1.7,RO,1688859114
424,kirovsk,48.6375,38.6428,18.73,96,100,3.56,UA,1688859114
425,goundi,9.3627,17.366,22.29,90,79,1.76,TD,1688859115
426,rongelap,11.1635,166.8941,28.11,79,91,7.52,MH,1688858905
427,porto santo stefano,42.4338,11.1237,22.79,73,0,2.31,IT,1688859116
428,nelson bay,-32.7167,152.15,16.11,56,0,6.71,AU,1688859116
429,novodvinsk,64.4165,40.8122,5.73,89,100,2.59,RU,1688859118
430,sirte,31.2089,16.5887,26.38,62,0,2.8,LY,1688859118
431,porto novo,6.4965,2.6036,25.9,94,82,2.56,BJ,1688859119
432,desaguadero,-16.5656,-69.0417,8.15,39,13,1.88,PE,1688859120
433,kirensk,57.7853,108.1119,19.61,59,100,3.0,RU,1688859121
434,campo gallo,-26.5833,-62.85,17.04,84,39,1.68,AR,1688859121
435,howrah,22.5892,88.3103,28.0,89,40,3.6,IN,1688859122
436,lagoa,39.05,-27.9833,19.6,76,17,4.24,PT,1688859122
437,moyynkum,44.2914,72.9469,22.07,47,6,3.12,KZ,1688859123
438,zarghun shahr,32.8473,68.4457,18.91,55,21,1.33,AF,1688859124
439,khovd,48.0056,91.6419,18.74,41,9,2.47,MN,1688859124
440,haiku-pauwela,20.9219,-156.3051,28.01,59,40,10.8,US,1688859125
441,kirakira,-10.4544,161.9205,28.23,78,100,6.0,SB,1688859125
442,taco pozo,-25.6167,-63.2833,17.92,78,29,2.14,AR,1688859126
443,holualoa,19.6228,-155.9522,26.91,78,75,5.66,US,1688859126
444,sao vicente,-23.9631,-46.3919,28.1,26,94,0.45,BR,1688858980
445,flying fish cove,-10.4217,105.6791,24.82,94,100,4.63,CX,1688859127
446,banyo,6.75,11.8167,18.38,95,94,0.78,CM,1688859128
447,prince rupert,54.3161,-130.3201,14.05,91,100,3.6,CA,1688859129
448,springbok,-29.6643,17.8865,3.78,94,23,3.22,ZA,1688859129
449,castillos,-34.1667,-53.8333,9.75,79,13,2.17,UY,1688859130
450,bela,25.9333,81.9833,29.27,76,23,3.0,IN,1688859130
451,kavaratti,10.5669,72.642,28.19,74,100,7.08,IN,1688859131
452,chonchi,-42.6128,-73.8092,8.56,98,100,1.74,CL,1688859131
453,conduaga,8.862,117.4893,27.21,82,100,0.62,PH,1688859132
454,belyy yar,53.6039,91.3903,16.94,77,0,3.0,RU,1688859132
455,kroya,-7.6331,109.2461,24.42,93,73,1.57,ID,1688859133
456,ambovombe,-25.1667,46.0833,19.19,76,0,2.8,MG,1688859134
457,kumagunnam,13.1551,10.6342,32.15,36,76,1.79,NG,1688859134
458,esquel,-42.9,-71.3167,1.02,95,100,0.38,AR,1688859135
459,barcelos,41.5388,-8.6151,17.73,92,5,0.91,PT,1688859135
460,mariinsk,56.2139,87.7472,17.12,95,84,4.07,RU,1688859136
461,kiunga,-6.1219,141.2906,24.44,98,100,1.44,PG,1688858888
462,egilsstadir,65.2653,-14.3948,17.95,72,40,3.09,IS,1688859137
463,severo-yeniseyskiy,60.3725,93.0408,17.98,71,90,2.14,RU,1688859137
464,lesnoy,57.6198,63.0784,15.58,70,67,2.26,RU,1688859138
465,kaitong,44.8135,123.15,22.18,82,95,2.13,CN,1688859139
466,erdenet,49.0333,104.0833,17.42,81,88,1.29,MN,1688859139
467,remire-montjoly,4.9167,-52.2667,26.02,94,100,0.51,GF,1688859140
468,rosetta,31.4044,30.4164,25.56,81,0,8.28,EG,1688859140
469,srivardhan,18.0333,73.0167,27.03,85,83,7.52,IN,1688859141
470,at taj,24.2049,23.2857,27.46,24,1,4.2,LY,1688859141
471,kuching,1.55,110.3333,27.29,92,20,0.0,MY,1688859142
472,ko pha ngan,9.7578,100.0291,24.38,88,100,6.09,TH,1688859143
473,ixtapa,20.7,-105.2,27.35,94,100,5.14,MX,1688859143
474,tralee,52.2704,-9.7026,12.83,87,100,2.86,IE,1688859144
475,yar,58.249,52.1026,15.51,93,73,2.54,RU,1688859144
476,peace river,56.2501,-117.286,31.17,30,20,2.57,CA,1688859111
477,yebaishou,41.3975,119.6408,25.43,54,47,2.63,CN,1688859145
478,caspe,41.234,-0.0395,25.86,61,54,3.35,ES,1688859146
479,manggar,-2.8833,108.2667,27.86,79,97,6.07,ID,1688859146
480,tindouf,27.6711,-8.1474,30.25,28,0,5.66,DZ,1688859147
481,santa elena de uairen,4.6167,-61.1333,19.85,87,59,1.15,VE,1688859148
482,murzzuschlag,47.6,15.6833,17.72,94,63,1.22,AT,1688859148
483,nili,33.7218,66.1302,17.34,27,8,2.92,AF,1688859149
484,labuan,5.2767,115.2417,24.2,100,20,0.0,MY,1688859149
485,olds,51.7834,-114.102,26.47,36,1,1.03,CA,1688859133
486,darwin,-12.4611,130.8418,21.61,47,0,4.63,AU,1688859150
487,coronel suarez,-37.4547,-61.9334,7.27,81,100,2.09,AR,1688859151
488,nikol'sk,53.7189,46.0712,19.18,78,98,2.69,RU,1688859151
489,lata,40.1629,-8.3327,13.34,94,1,0.69,PT,1688858877
490,akrehamn,59.2667,5.1833,16.34,88,54,2.57,NO,1688859152
491,lyantor,61.6195,72.1555,15.04,81,45,3.72,RU,1688859153
492,nuriootpa,-34.4833,139.0,10.31,94,96,6.71,AU,1688859153
493,al jawf,29.5,38.75,26.02,30,7,5.64,SA,1688859154
494,qui nhon,13.7667,109.2333,26.54,85,28,1.47,VN,1688859155
495,banswara,23.55,74.45,25.79,92,99,6.1,IN,1688859155
496,vershino-darasunskiy,52.35,115.5167,18.16,79,60,3.21,RU,1688859156
497,carinhanha,-14.3047,-43.765,25.06,38,13,2.4,BR,1688859105
498,pasuquin,18.3328,120.6177,26.97,89,40,2.06,PH,1688859157
499,dawesville,30.9224,-84.0091,33.23,58,0,1.54,US,1688859157
500,sheridan,44.8333,-106.9173,27.79,41,0,2.06,US,1688859158
501,goondiwindi,-28.55,150.3167,13.6,54,0,3.84,AU,1688859158
502,yuzhno-kurilsk,44.0306,145.8556,16.56,83,39,3.56,RU,1688859159
503,port nelson,23.6333,-74.8333,28.19,71,44,3.86,BS,1688859160
504,acarau,-2.8856,-40.12,25.7,85,4,6.16,BR,1688859158
505,la serena,-29.9078,-71.2542,13.73,88,0,2.06,CL,1688859161
506,strugi-krasnyye,58.2675,29.1114,11.71,98,6,2.63,RU,1688859162
507,usta muhammad,28.1794,68.0445,33.3,46,100,1.79,PK,1688859163
508,broken hill,-31.95,141.4333,9.11,77,0,3.58,AU,1688858863
509,turaif,31.6725,38.6637,24.14,46,0,5.66,SA,1688859164
510,saint-leu,-21.15,55.2833,22.46,82,24,2.29,RE,1688859164
511,shingu,33.7333,135.9833,28.13,82,98,4.59,JP,1688859165
512,lindi,-10.0,39.7167,18.62,98,68,1.93,TZ,1688859166
513,rajanpur,29.1035,70.325,31.91,58,71,2.94,PK,1688859167
514,votuporanga,-20.4228,-49.9728,21.67,38,6,1.24,BR,1688859136
515,boromo,11.75,-2.9333,26.24,68,64,2.3,BF,1688859168
516,amahai,-3.3333,128.9167,25.54,91,100,6.74,ID,1688858869
517,koz'modem'yansk,56.3367,46.5711,17.6,95,98,0.86,RU,1688859045
518,hami,42.8,93.45,27.91,29,95,0.41,CN,1688859169
519,ban nam yuen,9.8769,98.8659,25.56,97,100,1.23,TH,1688859170
520,laguna,38.421,-121.4238,33.63,39,0,5.14,US,1688858949
521,smidovich,48.6,133.8167,25.57,67,61,3.21,RU,1688859171
522,nuuk,64.1835,-51.7216,9.34,76,25,4.12,GL,1688858932
523,brak,27.5496,14.2714,28.84,27,17,5.01,LY,1688859172
524,horta,38.5333,-28.6333,19.45,84,11,1.79,PT,1688859172
525,pundong,-7.9522,110.3486,24.84,91,70,2.72,ID,1688859173
526,atar,20.5169,-13.0499,34.46,16,8,7.18,MR,1688859173
527,bonthe,7.5264,-12.505,25.47,82,96,3.01,SL,1688859174
528,fiambala,-27.6871,-67.6149,15.86,26,31,1.17,AR,1688859174
529,lucas,41.6501,-83.6666,25.08,70,100,2.57,US,1688859175
530,kuusamo,65.9667,29.1833,7.02,93,19,0.51,FI,1688859176
531,dunda,-8.1167,34.25,13.74,74,11,1.24,TZ,1688859176
532,hiratacho,35.4333,132.8167,25.01,100,75,1.54,JP,1688859177
533,tura,25.5198,90.2201,23.76,96,100,2.37,IN,1688859177
534,mandera,3.9366,41.867,24.8,60,72,7.92,KE,1688859178
535,amga,60.8953,131.9608,14.7,40,56,5.94,RU,1688859178
536,bratsk,56.1325,101.6142,21.27,67,93,1.61,RU,1688859179
537,harper,4.375,-7.7169,24.84,86,80,3.98,LR,1688859179
538,corinto,37.9407,22.9573,24.94,53,0,0.24,GR,1688859180
539,cambria,35.5641,-121.0808,34.02,60,8,7.43,US,1688859180
540,yambio,4.5721,28.3955,18.72,96,19,1.22,SS,1688859181
541,angaur state,6.906,134.13,28.68,75,28,2.85,PW,1688859182
542,olyokminsk,60.3736,120.4264,20.04,40,0,1.22,RU,1688859182
543,kangding,30.0513,101.9603,17.96,61,98,0.25,CN,1688859183
544,masterton,-40.9597,175.6575,11.6,98,100,2.11,NZ,1688858920
545,brisas de zicatela,15.8369,-97.0419,26.29,61,75,2.57,MX,1688859184
546,christchurch,-43.5333,172.6333,12.17,94,100,4.12,NZ,1688858722
547,changling,44.2653,124.0005,18.33,63,100,1.79,CN,1688859186
548,leninskoye,41.7589,69.3864,21.7,35,0,2.23,KZ,1688859187
549,brokopondo,4.75,-55.1667,25.34,86,22,2.12,SR,1688859187
550,rey bouba,8.6724,14.1786,24.68,75,80,0.93,CM,1688859188
551,oltinko'l,40.8011,72.1634,22.81,33,10,2.66,UZ,1688859188
552,kotputli,27.7167,76.2,28.68,74,98,3.1,IN,1688859189
553,stuttgart,48.7823,9.177,22.7,68,0,1.03,DE,1688859189
554,sikonge,-5.6333,32.7667,19.19,49,35,4.64,TZ,1688859190
555,la sarre,48.8002,-79.1996,19.12,72,84,2.71,CA,1688859191
556,sechura,-5.5569,-80.8222,24.01,70,89,8.42,PE,1688859191
557,ashland,40.8167,-82.2665,24.56,89,100,3.07,US,1688859192
558,dubbo,-32.25,148.6167,10.07,81,1,4.12,AU,1688859065
559,natal,-5.795,-35.2094,25.36,94,20,2.06,BR,1688859160
560,lakatoro,-16.0999,167.4164,26.63,70,70,4.44,VU,1688859193
561,saint-pierre,-21.3393,55.4781,20.32,64,0,3.09,RE,1688859194
562,altai,46.3722,96.2583,16.58,45,100,2.31,MN,1688859195
563,mangalia,43.8,28.5833,19.08,69,100,10.43,RO,1688859195
564,sanchor,24.7553,71.7722,27.1,90,100,6.4,IN,1688859196
565,punta alta,-38.8759,-62.0736,11.15,65,78,4.58,AR,1688859196
